ProteinId	40C_0h_A	40C_0h_B	40C_0h_C	40C_0.5h_A	40C_0.5h_B	40C_0.5h_C	40C_1h_A	40C_1h_B	40C_1h_C	40C_2h_A	40C_2h_B	40C_2h_C	40C_4h_A	40C_4h_B	40C_4h_C	40C_8h_A	40C_8h_B	40C_8h_C	40C_16h_A	40C_16h_B	40C_16h_C	40C_24h_A	40C_24h_B	40C_24h_C	Synonym	MapMan	MapManDescription	GO	GODescription	Localization
Cre15.g643600.t1.2	150669645.1	156930869.6	127007427.7	144668761.8	133087509.1	112485509.7	166126890.5	170366957.9	110698147.5	167616992.7	170228195.6	115356086.9	170533512.7	153132972.7	141317606.3	180413447.8	146857206	132017608	207783533.2	140890804	149822585	193079488.3	144370963.4	143278351.6	SUFB	GMM:29.8	protein.assembly and cofactor ligation	GO:0016226	iron-sulfur cluster assembly	Chloroplast
Cre15.g644051.t1.1	181792256.7	196334506.1	212528531.9	169053196.4	211881245.4	219116374.3	145436531.4	153111760.5	169527241.1	91982766.19	88773785.24	87333548.31	168645184.3	164324558.2	215964827.3	73205911.5	73137844.16	61638879.82	111966018.7	121496538.9	154357666	144296016.4	159254781.6	203244318.7				GO:0016887;GO:0005524	ATPase activity;ATP binding	Chloroplast
Cre16.g650550.t2.1;Cre16.g650550.t1.2	3602889050	3383221624	2939832893	3468110290	3453857751	2471795776	3195144941	3405304094	2916358010	3612706289	3845252209	3826155995	3412714066	3272207455	3984112767	3376343112	3312251816	3180565037	3222418215	3298947661	3462740483	3662392481	3245418628	3324516540	FAP103;FAP103	GMM:23.4.10;GMM:23.4.10	nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase;nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase	GO:0006241;GO:0006228;GO:0006183;GO:0006165;GO:0004550;GO:0006241;GO:0006228;GO:0006183;GO:0006165;GO:0004550	CTP biosynthetic process;UTP biosynthetic process;GTP biosynthetic process;nucleoside diphosphate phosphorylation;nucleoside diphosphate kinase activity;CTP biosynthetic process;UTP biosynthetic process;GTP biosynthetic process;nucleoside diphosphate phosphorylation;nucleoside diphosphate kinase activity	;
Cre16.g651550.t1.2	487900895.7	409229174.5	410405433.3	393369378.8	452351573.6	443100760.3	414762627.9	443472496.2	600363838.8	409223164.4	440273188	454408447	422751431.1	501229315.5	427815086.5	369683016.5	418932634.8	468171582	435553773.6	410788317.7	388285389.6	408144454.8	418882053	399415728.5	MTT1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	GO:0006355;GO:0005739;GO:0003690	regulation of transcription, DNA-templated;mitochondrion;double-stranded DNA binding	Chloroplast
Cre16.g651750.t1.2	129631131.1	155682888.8	135507610.4	115783114	150915142.1	125525824	86135150.89	101791740.3	119100076.9	91545749.64	104359431.4	105736526.9	121595538.1	101197428.3	116201373.2	130526791.9	117234349.6	99666806.48	36854031.37	92783653.99	110511678.4	98218449.49	100553873.3	81619374.46	TSI	GMM:29.1.5	protein.aa activation.isoleucine-tRNA ligase	GO:0006418;GO:0005524;GO:0004812;GO:0000166	tRNA aminoacylation for protein translation;ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	
Cre16.g651923.t1.2	62444816.27	57549276.99	70457246.72	54060371.76	57833814.76	61890765.38	68009122.41	57366301.38	60383216.77	90788832.64	66603618.67	48390493.64	59222897.35	52428864.74	49125512.79	70178048.65	57326512.59	49148817.29	51965438.46	53217671.02	35121110.24	50651726.8	45966744.61	32957594.72		GMM:16.1.4.8	secondary metabolism.isoprenoids.carotenoids.carotenoid isomerase	GO:0055114;GO:0016491	oxidation-reduction process;oxidoreductase activity	Chloroplast
Cre16.g652550.t1.2	374817432.1	373743112.5	340191048.9	338255287.9	398544325	137532965.8	436858701.4	504717200.4	170166348.9	443750725.1	443347235.6	458549838	383442088.2	423418213.6	249530063.3	299949892.6	301717477.2	336802732.9	268229161.6	242896947.7	267611007	304891024.4	247230999.4	292316428.1	PRPL24	GMM:29.2.1.1.1.2.24	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L24	GO:0006412;GO:0005840;GO:0005622;GO:0003735	translation;ribosome;intracellular;structural constituent of ribosome	Chloroplast
Cre16.g654500.t1.1	384216878.5	368338813.1	357471025.4	383336140.3	359274879.8	386508960.7	388526286.2	324764021.8	471030243.1	363808144.3	294603716.4	383498047.7	278140284	328159864.5	212355739.4	211431057.7	320151396	350600964.6	226340691.8	296862030.9	272908806.2	234065322.9	222770128.3	148821982.9	EIF3F	GMM:29.5.11.20;GMM:29.2.3	protein.degradation.ubiquitin.proteasom;protein.synthesis.initiation	GO:0005515	protein binding	Chloroplast
Cre16.g655150.t1.2	50357824.4	44948232.07	52256949.7	54123365.83	46421349.45	45629000.05	48914468.85	42027277.09	59472877.85	43135593.81	42595754.98	48329333.86	41218037.44	77917139.66	56716707.46	69046668.62	66268066.73	50748443.87	50243350.71	109355380.8	76546623.76	35545351.93	43799469.97	51172620.85		GMM:1.1.99	PS.lightreaction.unspecified			Secretory pathway
Cre16.g656400.t1.2	480706257.7	527266451.9	460383950.6	454943226	510896640.3	494722161.8	448521738.2	440334213.9	496321765.2	501452091.3	457797503.6	518259260	467158952.7	496669496.6	530567492.8	495716774.8	544688233.6	441097998.9	584766275.2	499552528.3	534005787.7	579874080.3	709520733.8	647474530.1	SQD1	GMM:11.10.3	lipid metabolism.glycolipid synthesis.UDP-sulfoquinovose synthase	GO:0050662;GO:0003824	coenzyme binding;catalytic activity	Chloroplast
Cre16.g658650.t1.1	29043129.07	23129324.09	37611576.53	18503078.51	16208297.33	21412745.71	23713736.33	24979304.14	28082552.64	9008481.979	11025307.53	14400507.65	36807942.47	22857930.5	23337980.82	32221025.38	35663253.01	41977304.06	34976737.42	26384131.2	37324747.33	36793503.87	43010458.62	46452638.49	MYO1	GMM:31.1.1.3.11;GMM:31.1	cell.organisation.cytoskeleton.Myosin.Class XI;cell.organisation	GO:0016459;GO:0005524;GO:0005515;GO:0003774	myosin complex;ATP binding;protein binding;motor activity	
Cre16.g659350.t1.2	73261142.23	72662866.79	75057251.55	80002478.12	89527384.68	66953311.4	73485273.29	85708311.15	89155538.2	79877516.21	59003765	86563808.76	68906030.69	82907236.87	67817277.85	114550901.9	85786333.66	76413154.89	77493669.14	88895187.96	104379012	124410338.7	95464768.37	80376005.27	CYB1	GMM:21.99;GMM:21.2;GMM:12.1.1	redox.misc;redox.ascorbate and glutathione;N-metabolism.nitrate metabolism.NR			
Cre16.g659950.t1.1	1951255455	2254070322	1950328553	1935178053	2044443770	2128614912	2039274297	1992862831	1913036703	2157321894	2023822857	1957637267	2009976857	2066627564	2000562568	1694103886	1822088753	1537946067	1621054112	1368052711	1446175489	1337062120	1215891860	1181283840	PRPS5	GMM:29.2.1.1.1.1.5	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S5	GO:0006412;GO:0005840;GO:0003735;GO:0003723	translation;ribosome;structural constituent of ribosome;RNA binding	Chloroplast
Cre16.g660150.t1.2	1927118605	1852111992	1648188604	1689043013	2103174179	1154454097	1635241224	1442324566	1221163539	1767910870	1595812202	1208167818	1484489743	1706028492	1350529166	1230972551	1344207881	1324920735	1291961246	1470671684	1739615844	1196318739	1313631697	1043399516		GMM:29.2.1.2.1.20	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S20	GO:0006412;GO:0005840;GO:0003735	translation;ribosome;structural constituent of ribosome	
Cre16.g661050.t1.2	353570041.4	333058939.2	474724014.3	369809593.9	343671356.9	297579288.7	346003425.1	192902609.8	232268921.6	204302525.8	271694207.7	345587719.7	275585517.4	203290979.7	278772945.3	241177454.1	245600060.8	286519071.6	232692742.4	220294337.7	265910351.6	206359307.3	236244336.9	314515887.3	RPL34	GMM:29.2.1.2.2.34	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34	GO:0006412;GO:0005840;GO:0005622;GO:0003735	translation;ribosome;intracellular;structural constituent of ribosome	
Cre16.g661350.t1.2	147954249.5	114271631.1	160185302.2	149834276.1	141694352.1	182880868.4	151257067.7	103881429.3	154695263.8	146720444.5	125979859.5	182859012.6	151037804.5	188842124.5	137558792.5	123303474.2	158880995.8	206189155.5	156387216.9	160393215.5	261354656.6	173318663.6	166447936.1	266501557.2	RMT1	GMM:1.3.13	PS.calvin cycle.rubisco interacting			Chloroplast
Cre16.g661750.t1.2;Cre16.g661850.t1.1	54158217.87	49294287.39	41700457.1	52028526.43	38414843.96	40346788.48	107449536.3	83463314.64	77050680.57	151546061.5	254764507.1	284436674.3	277935902.7	417455373.6	382755299.8	285345061.7	412196241.8	392944590.9	254001107.6	318238981.1	382420705.3	323550872.6	572374019.2	571742043.3	;	;	;	GO:0006468;GO:0005516;GO:0004683;GO:0006468;GO:0005516;GO:0004683	protein phosphorylation;calmodulin binding;calmodulin-dependent protein kinase activity;protein phosphorylation;calmodulin binding;calmodulin-dependent protein kinase activity	Secretory pathway;Secretory pathway
Cre16.g662600.t1.2	129851611.9	73591491.29	106843460.7	276154581.2	246215946.1	129081427.3	211329394.7	134549838.1	120214618.5	163572149.7	255089862.5	147229070.8	127306860.9	226814213.8	136248380.4	246488301.7	182707867.4	179038108.6	157344744.8	180184017.6	142339701.4	195065786	248993011.3	262088261.5	LCI11C	GMM:34.18	transport.unspecified anions			Chloroplast
Cre16.g662702.t1.1	191713894.6	182671829.6	202638281.9	158160947.8	180743703	170603798.7	124801083.1	149384380.8	152637648.4	131386911	140744263.8	157591285.3	124661258.1	155588259.7	148766265	167503568.3	204490790.7	187423560.3	118130609.6	137333987.1	124642578.5	116453797.6	130969308.2	119998424.5		GMM:27.4	RNA.RNA binding	GO:0003676	nucleic acid binding	
Cre16.g663400.t2.1;Cre16.g663400.t1.2	35835099.44	34240430.05	25303862.36	40421581.36	43238091.77	31027757.26	47414307.99	46390881.93	45363490.07	40501352.96	46822009.6	49490496.02	51104416.65	69594376.25	66217195.63	94235058.31	94250006.93	65416206.28	64001967.53	63044579.29	66694550.3	73401078.31	66827929.05	83304073.21	LCI11A;LCI11A	;	;	;	;	Chloroplast;Chloroplast
Cre16.g663500.t1.2	37112727.9	38138823.95	35618481.36	54340981.74	31319409.72	53441088.45	58038721.85	52239012.14	42646416.5	40732544.99	56535551.53	42795247.25	54012308.83	56322248.51	49363456.05	50193159.64	38653442.57	36065222.07	36464277.09	43323471.62	34230585.25	43788216.92	42849020.02	58913609.68	RPN10	GMM:29.5.11	protein.degradation.ubiquitin	GO:0008540;GO:0006511	proteasome regulatory particle, base subcomplex;ubiquitin-dependent protein catabolic process	
Cre16.g663900.t1.2	1550792620	1520040585	1482179398	1683201744	1530929167	1675135886	1441516206	1624730532	1601744440	1365703827	1377824076	1665380878	1319054409	1630898971	1528469344	1363983859	1356106923	1447894450	1110246744	1105653352	1137789981	1082078245	940561953.2	891884674.9	PBGD1	GMM:19.5	tetrapyrrole synthesis.porphobilinogen deaminase	GO:0033014;GO:0004418	tetrapyrrole biosynthetic process;hydroxymethylbilane synthase activity	Chloroplast
Cre16.g664550.t1.2	1124208607	1262413945	1146645874	1056593931	1154533272	1261587587	1169268859	1103647136	1230516336	1184282317	1357629602	1486182715	1183481458	1378581453	1335700818	1054824730	1305344076	1250361869	988074288.5	1239718912	1227357831	933945836.1	1549741292	1359145475	SHMT1	GMM:25.1;GMM:25;GMM:1.2.5	C1-metabolism.glycine hydroxymethyltransferase;C1-metabolism;PS.photorespiration.serine hydroxymethyltransferase	GO:0016740	transferase activity	Mitochondrion
Cre16.g665250.t1.2	182384073.7	162877769.3	209708452.5	173245165.9	168904949.9	176356057.3	176647784.3	199125620.2	215184478.9	206232772.6	159525124.5	237046579.9	219460132.7	170387870.2	170192653.3	198365807.6	170300237.5	182039829.2	155294826.1	172493602.7	192967696.5	199730748.1	149947212.8	194750178.9	TEF6	GMM:1.1.99.1;GMM:1	PS.lightreaction.unspecified.TEF;PS			Chloroplast
Cre16.g669650.t1.2	51845078.28	32558190.65	39410010.18	34671940.12	36460347.71	36049348.7	56025420.49	42692421.57	40084529.5	57022526.64	45245718.72	47660944.81	39757992.48	44183852.39	42122854.11	55893719.41	52434471.06	45370522.53	40525796.61	56961941.77	64271374.07	76183030.14	29147204.06	68721912.54		GMM:27.1.19	RNA.processing.ribonucleases			Chloroplast
Cre16.g670300.t2.1;Cre16.g670300.t1.2	59050571.72	38418274.3	47409289.17	68546718.83	79282577.21	58111773.49	77773346.54	93105231.88	50025773.4	76320656.95	80652241	58911723.66	60209605	44479165.72	47985224.31	160850884.2	65765236.26	47832901.71	96305718.89	96722588.36	52192598.11	79389482.17	79908276.23	80065994.1	PRP39;PRP39	GMM:35.1.41;GMM:27.1.1;GMM:35.1.41;GMM:27.1.1	not assigned.no ontology.hydroxyproline rich proteins;RNA.processing.splicing;not assigned.no ontology.hydroxyproline rich proteins;RNA.processing.splicing	;	;	;
Cre16.g671900.t1.1	47585292.5	46070024.25	83923325.48	63478558.98	51861152.24	53401995.43	58519451.88	46657582.38	48965789.73	73310339.48	56709448.39	45777223.51	66920125.41	39009646.06	51537130.96	86816821.18	56947470.54	52002388.44	69554280.16	63054192.31	44425241.19	70976660.07	76970531.33	56050517.74	PIN4	GMM:31.3.1;GMM:27.3.48	cell.cycle.peptidylprolyl isomerase;RNA.regulation of transcription.FHA transcription factor	GO:0016853;GO:0005515	isomerase activity;protein binding	
Cre16.g672385.t1.1	140527526.4	156127821.1	160592735.7	147990267.7	122291307.6	174503792.8	139297513	161048508.7	167095513.9	141439376	123354577.9	133022527	169068779.8	130763836.6	147904151.7	108491011.7	135620288.3	128260615.8	131527907.1	112169507.6	129857921.6	115500374.7	140359795.1	121436277.9	HIS5	GMM:13.1.7.7;GMM:13.1.7	amino acid metabolism.synthesis.histidine.imidazoleglycerol-phosphate synthase (cyclase);amino acid metabolism.synthesis.histidine	GO:0030170;GO:0009058	pyridoxal phosphate binding;biosynthetic process	
Cre16.g672650.t1.2	1700371465	1849181950	1809324584	1647810526	1837091832	1687887656	1532448357	1881255657	1878353414	1473168691	1733695582	1623355370	1284763763	1735446678	1599162632	1327697775	1505996466	1556053221	1067050103	1399775672	1294662555	1183379428	1419767002	1402945980	MCP14	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane			
Cre16.g672750.t1.2	210222681.1	219015200.2	185078694.1	213057422.8	206958084.9	182769174	232986182.4	230176406.7	171693972.5	200680602.1	198298514.3	173484091.7	225761890.4	203370182.5	185055486	209693732.6	201727142.2	163371063.7	190521060.2	210416961.1	173456541.2	183567959.8	150320344.8	157233009.8		GMM:27.4	RNA.RNA binding	GO:0003723	RNA binding	
Cre16.g672800.t1.2	175235852.7	143029449	159618090.7	179464399.4	147856990.7	163818367.4	175384837.8	173880120.4	141788403.8	155764409.8	118406931.8	158482470.7	155080013	119946995.9	118569311	174735360.7	169187101.4	148672315.8	165031939.8	173695230	144627855.9	140425573.4	131964326.7	163208828.3	GMP1	GMM:3.5;GMM:10.1.1.1	minor CHO metabolism.others;cell wall.precursor synthesis.NDP sugar pyrophosphorylase.GDP mannose			
Cre16.g673550.t1.1	55449771.44	65783779.72	53743682.77	58672683.56	83016070.48	50171236.6	57021487.46	51186751.55	43082100.96	43015224.48	46225150.7	43473717.51	49548847.63	43802029.63	64665391.76	61470236.03	80331966.44	44292808.01	59203539.47	73324501.07	40422001.51	90710087.44	74750763.74	140070388.1	CGLD36	GMM:29.2.3;GMM:13.99;GMM:13.1.3.4	protein.synthesis.initiation;amino acid metabolism.misc;amino acid metabolism.synthesis.aspartate family.methionine	GO:0044237	cellular metabolic process	
Cre16.g673650.t1.1	13643122442	11841709765	12985946270	12886297513	12291683860	11337906442	13935242370	12494219564	11836744109	13369670070	12227753932	15178984311	15165094846	17021814989	17452620931	18849271596	17815936270	21086602979	19493108260	19216424199	21579770658	22070605200	21812670868	25787443675	LHCB5	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II	GO:0016020;GO:0009765	membrane;photosynthesis, light harvesting	Chloroplast
Cre16.g673729.t1.1	279523291.1	188249761.1	166632339.2	166659421.5	204062108.1	176365365.1	266613507	201846178.9	287333514.4	334995415.5	325983685	376132662.5	331540584.3	325715892.1	324016649.4	367394832.1	393925455	326374174.6	300353545.1	407688119.2	404415848.2	334549286.8	378303955.3	323849467.5	CPN11	GMM:29.9;GMM:29.6.2.6	protein.co-chaperones;protein.folding.chaperones and co-chaperones.co-chaperones	GO:0006457;GO:0005737	protein folding;cytoplasm	Chloroplast
Cre16.g673852.t1.1;Cre11.g476325.t1.1;REV__Cre12.g522700.t1.2	109160065.1	83825240.94	83068513.88	85897578.4	61201256.56	94260716.31	88757686.85	70260036.07	100386688.7	65198965.31	60127924.05	59559143.64	70713670.02	49491570.4	67648303.65	50470554.6	43441098.51	54250773.99	93033156.89	83775053.92	94418325.02	40478477.41	80128009.48	93477093.83	;	GMM:4.1.15;GMM:4.1.15	glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC);glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)	GO:0015977;GO:0008964;GO:0006099;GO:0015977;GO:0008964;GO:0006099	carbon fixation;phosphoenolpyruvate carboxylase activity;tricarboxylic acid cycle;carbon fixation;phosphoenolpyruvate carboxylase activity;tricarboxylic acid cycle	Chloroplast;Chloroplast
Cre16.g673953.t1.1	39779385.67	37641270.61	38636685.3	41513096.91	52109047.85	36908464.34	35543708.67	33489649.65	34618830.28	38269753.35	36643994.76	24138892.45	56696956.65	29260911.82	36452447.8	35633527.45	41525736.62	37966755.09	28984771.19	47097695.03	31821932.38	34370895.69	34031099.5	29955039.35	FKB16-7	GMM:31.3.1;GMM:29.6.3.1	cell.cycle.peptidylprolyl isomerase;protein.folding.immunophilins (IMM).FKBPs	GO:0006457	protein folding	
Cre16.g675550.t3.1;Cre16.g675550.t2.1;Cre16.g675550.t1.2	630923336.9	623165635.6	579586229.4	649446029.6	614016581.6	597471648.1	550930229.9	610101363.6	474670040	640093693.9	546956105.8	616228494.5	641746028.5	623642913.2	385491072.6	548994745.9	590547524.5	598639914.9	435526801	490768632.5	496395536.4	616910020	334668248.8	702860975.7	FKB16-2;FKB16-2;FKB16-2	GMM:29.8;GMM:29.6.3.1;GMM:29.6;GMM:29.8;GMM:29.6.3.1;GMM:29.6;GMM:29.8;GMM:29.6.3.1;GMM:29.6	protein.assembly and cofactor ligation;protein.folding.immunophilins (IMM).FKBPs;protein.folding;protein.assembly and cofactor ligation;protein.folding.immunophilins (IMM).FKBPs;protein.folding;protein.assembly and cofactor ligation;protein.folding.immunophilins (IMM).FKBPs;protein.folding	GO:0006457;GO:0006457;GO:0006457	protein folding;protein folding;protein folding	Chloroplast;Chloroplast;Chloroplast
Cre16.g675637.t1.1	189369835.1	149084868.7	122869181	149799915.7	174013453	113295293.7	78892427	70561662.61	87604277.86	71431059.87	88687397.77	124050726.9	106796851.6	111583288.2	190538526.3	135082108.6	107369660.1	133721810.7	210637821.9	138337702.8	163211381	129699565.8	136013799.6	125043378.4	SUM1	GMM:29.5.11.1;GMM:17.3.1.2.2	protein.degradation.ubiquitin.ubiquitin;hormone metabolism.brassinosteroid.synthesis-degradation.sterols.SMT2			
Cre16.g675650.t1.2	264681449.2	324985046.1	299895070.5	312118472.6	213560911.9	441704581.1	248207433.9	291442532.7	248464848.5	240294037.7	178754751.3	262462838.1	209184293.5	233455935	206148523.9	207038308.8	165809308.9	229370184.8	223886183.9	387188357	489912432	82262236.18	164665194.6	368107093.9	ALD8	GMM:13.2.4.3	amino acid metabolism.degradation.branched chain group.valine	GO:0055114;GO:0016491;GO:0008152	oxidation-reduction process;oxidoreductase activity;metabolic process	Mitochondrion
Cre16.g676197.t1.1	253146819.8	101114658.1	283661639	223342637.6	186431401.4	217720195	317318065.3	154450618.2	181023387.5	146275837.1	135291755.8	184230739.2	289472093.4	160238596	130041164.8	262434969.1	149736006.4	138030732.2	121887894.8	152810947.1	163190767	204384359.9	174801945.4	193977228.8	RPN1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	GO:0042176;GO:0030234;GO:0000502	regulation of protein catabolic process;enzyme regulator activity;proteasome complex	
Cre16.g676314.t1.1	153443062.1	130376009.1	148920962.4	133020584.2	163460513.6	151997383	129182958.5	152426265.4	173120274	119978935.6	156664240.7	183400713.6	118802326.6	172469772.6	149812295.7	130471705.9	90683173.19	154123827.7	165949008.7	128802433.1	118375921.1	91633021.29	136877230.4	111437794.4	EIF3H	GMM:29.2.3	protein.synthesis.initiation	GO:0005852;GO:0005737;GO:0005515;GO:0003743	eukaryotic translation initiation factor 3 complex;cytoplasm;protein binding;translation initiation factor activity	
Cre16.g677000.t1.2	1075180630	1075281941	1133224533	1583098429	1620125252	1583732683	2079249301	1900856533	1676644757	2257304341	1987697187	2033999624	2046765496	1884687399	1800667239	1925888484	1768063265	1626545240	2013505648	1669180519	1593771761	1548177192	1403908895	1398873447	HSP70E	GMM:29.6.2.3;GMM:20.2.1	protein.folding.chaperones and co-chaperones.HSP70s;stress.abiotic.heat			
Cre16.g677026.t1.1	281797725.1	423792567.6	317358791.5	231543321.1	254058251.3	316765152.3	254906541.6	309094031.9	365179962.1	329454089	202236436.7	270920362.3	259802736.7	264763673.7	201401153.5	250400814.4	299913429	324418214.7	286988614.8	264153735.1	418783809.3	324299990.6	307927127	329708927.9	PDH1	GMM:8.1.1.1	TCA / organic transformation.TCA.pyruvate DH.E1	GO:0008152;GO:0003824	metabolic process;catalytic activity	
Cre16.g677450.t1.2	232027076	223942011.3	248430619	328370944.5	249644782.7	171962746.5	251458148.4	215191911.9	300863894.2	195930893.7	232864722.1	229567612.3	251230075.3	265578331.2	257955783.6	290147423.9	353123256.9	214826364.4	302565299.4	346321011.7	251212566.4	296855031.3	222977423.8	253286603.9		GMM:3.5	minor CHO metabolism.others	GO:0016853;GO:0005975	isomerase activity;carbohydrate metabolic process	Chloroplast
Cre16.g677500.t1.2	63799032.81	53926877.14	66096908.68	88862881.42	60208515.72	60647235.04	86020936.59	64243745.35	52371766.67	64992927.73	64762555.8	64456294.8	57902366.85	58079419.38	70863411.39	82510232.26	60770517.51	47708959.7	55214289.83	37748955.06	61258637.31	65723753.88	44640053.3	61674768.6	APK1	GMM:14.15	S-assimilation.AKN	GO:0005524;GO:0004020;GO:0000103	ATP binding;adenylylsulfate kinase activity;sulfate assimilation	
Cre16.g679500.t1.2	37459695.12	42757991.79	38555875.84	27158464.73	47034138.14	36253190.87	26332984.6	27974414.92	39913840.95	24842255.61	44296323.29	40866966.68	28598625.63	44836709.82	59758243.06	73320707.26	64591598.21	56912310.58	44781473.86	55017708.75	37916369.26	52195363.88	64525912.32	60709684.86	NUOB8	GMM:9.1.2;GMM:9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear;mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I			Mitochondrion
Cre16.g679550.t1.1	29283337.15	33189680.73	33320066.03	29127315.98	32971051.15	26249176.06	38738414.33	37055523.11	30624478.94	39700188.28	58313622.36	46520416.48	38680759.52	63664898.52	51384249.54	80141537.74	91439338.11	115401632.1	90195073.15	104399785.3	67496435.08	108397374	146029327.6	145040345.4	FAP277	GMM:29.5.5;GMM:20.1.7.6	protein.degradation.serine protease;stress.biotic.PR-proteins.PR6 (proteinase inhibitors)	GO:0005615	extracellular space	Mitochondrion
Cre16.g679600.t1.2	78278822.03	101984989	78248814.48	76286972.91	97537656.46	59377642.69	70358202.99	41755221.22	69537266.91	68645214.92	85655982.86	73869659.04	77689886.16	84211820.27	35572714.25	79472031.95	106793900	55432096.28	57176547.51	78796711.91	51686524.3	79112535.51	51083398.34	70350094.51		GMM:27.1	RNA.processing			
Cre16.g679800.t1.2;Cre16.g679750.t1.2	41842622.18	36353137.41	39216678.96	54223011.01	47397872.82	49878727.3	45137709.56	44710347.82	58496422.25	44411942.39	35688123	36663542.2	66344451.32	59553723.09	40567601.78	77664083.83	42706044.8	39081433.75	77686523.33	53802863.53	68974459.21	109664064.4	94642841.64	55670691.73	;	GMM:26.1;GMM:26.1	misc.misc2;misc.misc2	GO:0016787;GO:0016787	hydrolase activity;hydrolase activity	;
Cre16.g680000.t1.2	917850142.6	992025345	963380658.7	917915333.4	941412548.9	1085482842	846196150.3	882157237.5	982589273.6	829019309.9	973317545.1	875545972.4	940063291.8	833405893.8	952807580.1	1038821565	1134055450	870295628	1099929719	1068979686	963849010.5	908475824.2	1032269490	1159425143	ATP5	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase	GO:0046933;GO:0015986	proton-transporting ATP synthase activity, rotational mechanism;ATP synthesis coupled proton transport	Mitochondrion
Cre16.g680700.t1.2	142616292.3	130940313.4	170546896.9	123915076.7	153162420.1	161454170.5	113654207	108790217	127735826.2	90178310.76	82642518.59	93067714.78	82989039.92	110757624.3	70904792.83	76452193.61	56234614.19	54025160.79	44028327.46	59025135.89	73020697.41	49252238.18	47916358.96	42882987.5						
Cre16.g682725.t1.1	172357997.5	155596072.8	94364809.19	277654985.6	213641999.3	119094091.6	234315021.8	320458255.6	250553639.9	410817244.6	427258971.5	267067296.1	374358473.4	443049195.4	467472296.6	687797137.8	584300527.6	361881624.3	656149298.6	576648937.5	492447954.6	704080114	537413630.1	596659294.8	GST2	GMM:21.2.2	redox.ascorbate and glutathione.glutathione	GO:0005515	protein binding	
Cre16.g684150.t1.2	31188755.8	40086844.3	26821910.8	32380101.06	34522990.03	33666536.08	22179537.78	25501489.38	16515127.74	28172927.93	49103985.14	30035569.2	21774560.04	35740833.01	33093654.52	23144560.84	31286803.09	26464524.32	40880497.11	28510885.75	27567108.28	16234353.06	27629383.1	34925708.52						Chloroplast
Cre16.g684300.t1.2	52402494.11	41392809.35	62156786.44	58676119.6	57257296.78	56642992.9	62166621.87	61909848.69	73756937.2	66823408.96	60177360.99	69881167.51	78422252.6	95964385.57	85033105.01	75012897.41	82600461.18	74759303.68	77263053.29	79916628.58	77425170.37	70927853.89	68397399.84	73740270.25	YGG3			GO:0016020	membrane	Chloroplast
Cre16.g684350.t1.2;Cre16.g684550.t1.1	48961832.54	39036826.64	29606839.05	36986943.37	33041623.32	30677781.66	41883700.33	30177665.92	32743363.19	68206029.55	61599232.82	37014774.09	36704616.35	38349999.82	38034138.27	47341403.98	34024542.3	52309338.57	52805635.39	44735383.72	62569687.99	39808811.32	29498152.19	57337105.64	;	GMM:7.1.3;GMM:13.1.1.1.4;GMM:7.1.3	OPP.oxidative PP.6-phosphogluconate dehydrogenase;amino acid metabolism.synthesis.central amino acid metabolism.GABA.gamma-hydroxybutyrate DH;OPP.oxidative PP.6-phosphogluconate dehydrogenase	GO:0055114;GO:0051287;GO:0004616;GO:0051287	oxidation-reduction process;NAD binding;phosphogluconate dehydrogenase (decarboxylating) activity;NAD binding	Mitochondrion;
Cre16.g685400.t1.2	33588515.7	34127390.83	47000257.83	56687797.45	74082561.3	64996798.85	46274361.46	40920845.13	56257441.74	45979996.81	38352625.44	52368500.64	50197190.63	53844332.07	40041137.95	54085897.94	48299554.04	48580426.97	55134720.62	46755319.26	55002286.93	76084282.77	70419323.9	61479453.25		GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)			Mitochondrion
Cre16.g685550.t1.2	335919969.8	396966406.9	380183449.4	422884967.4	455676154.9	423405324.8	481105759.1	409829681.3	444507269.4	480512166.8	410273175.1	403925415.1	551931787.5	480025592.2	439080033.1	639335653.5	599030389.8	494121940.6	775894219.2	714355429.1	666440459.9	778038490.7	820009244.8	668177956.9	OASTL4	GMM:13.1.5.3.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL			Chloroplast
